productid,imageid,desc. comp,Langue
278585473,1311457779,Beaucoup De Bruit Pour Rien William Shakespeare was born in Stratford-upon-Avon a small country town. Stratford was famous for its malting. The black plague killed in 1564 one out of seven of the town's 1500 inhabitants. Shakespeare was the eldest son of Mary Arden the daughter of a local landowner and her husband John Shakespeare (c. 1530-1601) a glover and wood dealer. John Aubrey (1626-1697) tells in Brief Lives that Shakespeare's father was a butcher and the young William exercised his father's trade &quot;but when he kill'd a Calfe he would do it in a high style and make a speech.&quot; In 1568 John Shakespeare was made a mayor of Stratford and a justice of peace. His wool business failed in the 1570s and in 1580 he was fined &pound;40 with other 140 men for failing to find surety to keep the peace. There is not record that his fine was paid. Later the church commissioners reported of him and eight other men that they had failed to attend church &quot;for fear of process for debt&quot;. The family's position was restored in the 1590s by earnings of William Shakespeare and in 1596 he was awarded a coat of arms. Very little is known about Shakespeare early life and his later works have inspired a number of interpretations. T.S. Eliot wrote that &quot;I would suggest that none of the plays of Shakespeare has a &quot;meaning&quot; although it would be equally false to say that a play of Shakespeare is meaningless.&quot; (in Selected Essays new edition 1960). Shakespeare is assumed to have been educated at Stratford Grammar School and he may have spent the years 1580-82 as a teacher for the Roman Catholic Houghton family in Lancashire. When Shakespeare was 15 a woman from a nearby village drowned in the Avon. Her death was ruled accidental but it may have been a suicide. Later in Hamlet Shakespeare left open the question whether Ophelia died accidentally or by her own hand. At the age of 18 Shakespeare married a local girl Anne Hathaway (died 1623) who was eight years older. Their first child Susannah was born within six months and twins Hamnet and Judith were born in 1585. Hamnet Shakespeare's only son died in 1596 at the age of 11. It has often been suggested that the lines in King John beginning with &quot;Grief fills the room of my absent child&quot; reflects Shakespeare's own personal feelings.,en
3776673158,1243838371,Legends Never Die Brooklyn Dodgers 50s Big Four Framed Photo Collage 11 By 14-Inch This beautifully matted collectors photo presentation is an 11 x 14 collage. It contains an 8 x 10 photo offset with an additional 3 x 5 photo coupled with a bio. All photos and bio are bevel-cut and double matted under glass. These quality collectors pieces are designed for visual appeal. This piece comes framed in a beautifully sculpted black lacquered frame. A unique collectible for any fan and they make a great gift as well.,en
3863649349,1254710846,Lampe 3d Football Enfants Night 7 Led Couleurs Changeantes Table Bureau Décoration Koko5084 ,en
4071537134,1286004706,Leapfrog Le Roi Lion Disney ,en
110331363,999523310,Functions Modeling Change: A Preparation For Calculus ,en
284903789,981947357,New Super Mario Bros. Wii Lucky Coin Jr. (Japan Import) ,en
3692642363,1235242671,Spark - 1/43 - Peugeot 3008 Dkr - Dakar 2018 - S5619-Spark - 1/43 <strong>- Fabricant :</strong> SPARK <br /><strong>- Echelle :</strong> 43 <br /><strong>- Ref Fab :</strong> S5619 <br /><strong>- Type :</strong> PEUGEOT 3008 DKR - DAKAR 2018 <br /><strong>- Couleur :</strong> Blanc / Bleu / Rouge <br /><strong>- EAN :</strong> 9580006956194 <br /><strong>- Ref Little Bolide :</strong> 105290,en
4004101390,1275204545,Print Pillow Case Polyester Sofa Car Cushion Cover Home Decor 45 X 45cm Cc6468 Print Pillow Case Polyester Sofa Car Cushion Cover Home Decor 45 X 45cmSpecifications:It can be a good decoration for office home car cafe shop library etc.Durable material high quality print technology and fine workmanship.Suitable for square pillow washable easy to change the pillow core.Non-toxic environmental protectionBrand New Never Used Without TagType: Pillow CaseShape: pillowcaseMaterial: PolyesterSize: 45cm x 45cmCare: Hand Washable or Wash in Cold Water at gentle cycle. Do not use bleach.Notes:Due to the light and screen setting difference the item&#39;s color may be slightly different from the pictures.Please allow slight dimension difference due to different manual measurement.Package Includes:1 x Pillow Case,en
272025013,974856953,Ergot De Souffrance  X4 Sombracier Vf ,en
3949163439,1269262395,Carte Magic - Edition M10 - Ice Cage 56/249 ,en
296203577,989026296,Specter Flower Play (Japan Import) ,en
4061598843,1283693625,6 Pcs Reusable Washable Food Grade Silicone Drinking Bent Straws With Brushhpp8253 6 PCS Reusable Washable Food Grade Silicone Drinking Bent Straws WIth BrushFeatures: Thiscolorspiralpatternstrawisanti-corrosionsafeandnon-toxicutilizedforsuckingjuiceandallkindsofdrinks.Thenylonbrushisofhighdensityandeasytocleanandwon&#39;tscratchthecupeasily. Itismadewithdelicateworkmanship.Itisroundandevenreusable. Material:foodgradesilicone Size(approx.):Length 23cm/ 9.06in Can be used multiple times Safe food grade siliconeLightweight and convenientEasy to use reuseable and eco-friendly Package: 6 PCs Silicone Straws1 Brush,en
185541652,931195421,Call Of Duty: Modern Warfare 3 (Subtitled Edition) [Best Version][Import Japonais] ,en
110708693,867558845,Pokemon - Rondoudou Heartgold Soulsilver 68/123 ,en
435305896,1007832118,Miroir Du Rugby N° 76 Du 01/12/1967 - Les All Blacks Et Nous. ,en
3890917,137570830,Duel Masters - Wyn L'oracle - Vf -11/55 ,en
3362399962,1208738785,Ps4 Metal Gear Solid Avec Faute D'orthographe ,en
294396949,987540417,Japanese Heavy Cruiser Aoba (Plastic Model) Hasegawa 1/700 Water Line|No.347 ,en
242237969,962968797,Coffret Repas 5 Pièces Cars Rouge ,en
3861660920,1254374970,Pâte À Tartiner Ovomaltine Crunchy 360g <br />,en
3101158802,1191030297,Ist Models - 1/43 - Emw 340-2 Taxi - 1953 - Ist299-Ist Models - 1/43 <strong>- Fabricant :</strong> IST MODELS <br /><strong>- Echelle :</strong> 43 <br /><strong>- Ref Fab :</strong> IST299 <br /><strong>- Type :</strong> EMW 340-2 TAXI - 1953 <br /><strong>- Couleur :</strong> Noir <br /><strong>- EAN :</strong> 9580015502955 <br /><strong>- Ref Little Bolide :</strong> 98731,en
248044968,965052091,Sphinx Des Auspices - Theros - R ,en
62390706,818013912,Mlb 08 : The Show (Import Américain) ,en
2887135840,1169934149,Pro Pinball The Web Playstation ,en
654683007,1033611025,Papinox 8/108 Pokemon Rare Ciel Rugissant 130pv Fr ,en
1691978627,1098668134,Figurine Charlotte Aux Fraises - 2-Pack Strawberry & Blueberry Exclu Pop 10cm <p>- Figurine Charlotte Aux Fraises - 2-Pack Strawberry &amp; Blueberry Exclu Pop<br />- Matière vinyl<br />- Vendu sous window box<br />- Taille 10cm</p>,en
108835456,866252684,Mac Donald's Shrek For Ever After - Figurine Nain Tracassin ,en
547201064,1281952921,Super Mario - Manga Adventures - Tome 5 ,en
4061592510,1283611998,New Mesh Net Breathable Fruit Vegetable Garlic Onion Hanging Storage Bag Kitchenhpp5239 New Mesh Net Breathable Fruit Vegetable Garlic Onion Hanging Storage Bag KitchenProduct Details:Type: Storage Bags Applicable Space: KitchenShape: RoundSize: 49*11cmFeature: Eco-FriendlyStockedMaterial: PolyesterForm: Clothing Hanging Type/Hanging TypeUse: SundriesPattern: Three-dimensional Type Classification: Vaccum Compressed BagFeature 1: For KitchenFeature 2: Kitchen AccessoriesFeature 3: Onion Storage BagPacking:1 x kitchen Storage bag,en
1077735453,1057321653,Star Wars Episode Vii - T-Shirt Stormtrooper Sideways (Xxl) T-shirt haute qualité sous licence officielle en emballage plastique individuel.100% Coton.Informations :Type :&nbsp;T-shirtsEditeur : &nbsp;SD Toys,en
3706096741,1236214633,Yu-Gi-Oh! - Cdip-En029 - Combomaster - Rare ,en
148911485,904298251,Chargeur Game Boy Nintendo Power Supply Ags-002 ,en
421606743,1015189264,Cle Usb Mobility Lab Tribe Simpson Moe 8go Noir Bleu Gris Vert Jaune ,en
3287247133,1204229301,Transformers Age Of Extinction First Edition Optimus Prime Figure pdiv classaplus div classleftImage stylewidth 350px div idimage0img srchttpsimages-na.ssl-images-amazon.comimagesI41aaNFmd&#43;9L.jpg altdiv classimageCaptionView largerdivdiv div h5div idheader0Transformers Age of Extinction First Edition Optimus Primedivh5 div idtext0 classa-spacing-smallpA new era in the epic Transformers saga begins with Transformers Age of Extinction. Three years after the Battle of Chicago the war between the Autobots and Decepticons rages on with the fate of Earth hanging in the balance. This First Edition Optimus Prime figure is the first to feature the Autobot Leaders reimagined design featured in the fourth live-action Transformers movie.pdiv h5div idheader1divh5 div idtext1 classa-spacing-smalldiv h5div idheader2divh5 div idtext2 classa-spacing-smalldiv div classbreakdivbr div classsixth-col div classcenterImage div idimage1img srchttpsimages-na.ssl-images-amazon.comimagesI21hL9UJf6rL.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col h5div idheader3First Figure from Transformers Age of Extinctiondivh5 div idtext3 classa-spacing-smallpThe battle against extinction begins here As the Age of Extinction dawns the Autobots find themselves fighting powerful new enemies from both Earth and beyond. The Autobot Leader Optimus Prime charges back into battle with a new alternate mode a new design and new weapons. This 10-inch tall Optimus Prime movie figure comes with the mighty Sword of Judgment and the battle-forged Sentinel Shield. Kids can imagine theyre defending Earth with the heroic Autobot leader. This is also your first chance to bring home a figure inspired by the Transformers Age of Extinction movie. Its not only the first edition of Optimus Prime its the first Age of Extinction edition of any Transformers robotpdiv div div classsixth-col div classcenterImage div idimage2img srchttpsimages-na.ssl-images-amazon.comimagesI21H9e4b358L.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col last h5div idheader4Battle Decepticons and Defend Earth with Optimus Primedivh5 div idtext4 classa-spacing-smallpThe Autobots were perilously close to a destiny-altering defeat in the Battle of Chicago. Their leader Optimus Prime suffered heavy damage but managed to survive the battle dealing a crushing blow to his arch-nemesis Megatron in the process. While the Decepticon leader may have fallen new threats have risen in his place. If the Autobots are to defend the planet they have sworn to protect they must find a way to defeat powerful new enemies. In a world where their standing is more uncertain than ever one thing remains constant their unyielding leader Optimus Prime will be at the forefront of the coming battle.pdiv div div classbreakdiv div classsixth-col div classcenterImage div idimage3img srchttpsimages-na.ssl-images-amazon.comimagesI11CdjvonmpL.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col h5div idheader5Changes in 15 Stepsdivh5 div idtext5 classa-spacing-smallpThis 10-inch-tall Optimus Prime figure converts from a robot warrior to a semi truck and back again. Change from robot to truck mode in 15 steps and roll out. Reverse the same 15 steps to change back to robot mode and gear up for battle with the included Sword of Judgment and Sentinel Shield. Its the first Optimus Prime figure to feature the Autobot Leaders look from Transformers Age of Extinction.pdiv div div classsixth-col div classcenterImage div idimage4img srchttpsimages-na.ssl-images-amazon.comimagesI2111X1YWo0L.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col last h5div idheader6Includesdivh5 div idtext6 classa-spacing-smallpConverting Optimus Prime figure Sword of Judgment Sentinel Shield and instructions.pdiv div div classbreakdiv div classsixth-col div classcenterImage div idimage5img srchttpsimages-na.ssl-images-amazon.comimagesI21MRTPBkTbL.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col h5div idheader7Highlightsdivh5 div idtext7 classa-spacing-smallp1. The first Optimus Prime figure from Transformers Age of Extinction 2. Optimus Prime wields the mighty Sword of Judgment 3. Block Decepticon attacks with the Sentinel Shield 4. Converts from robot to truck and back again 5. This First Edition Optimus Prime figure stands 10 inches tallpdiv div div classsixth-col div classcenterImage div idimage6img srchttpsimages-na.ssl-images-amazon.comimagesI113GNpdE48L.jpg altdiv classimageCaptionView largerdivdiv div div div classthird-col last h5div idheader8Corporate Social Responsibilitydivh5 div idtext8 classa-spacing-smallpHasbro is committed to being an ethical and responsible company and is a recognized toy industry leader in the areas of product safety environmental sustainability ethical sourcing and philanthropy. For more information about Hasbros Corporate Social Responsibility efforts visit www. hasbro.comcsr.pdiv div div classbreakdiv divp,en
1322040059,1073722647,I'm A Celebrity Get Me Out Of Here ! ,en
2995655499,1181472341,Eaglemoss Buffy The Vampire Slayer Hand Painted Figurine Special 1 ,en
4128300420,1296240253,Lives Of Saints Selected And Abridged From The Original Work Of The Rev. Alban Butler. In Two Volumes. ... Volume 2 Of 2 ,en
240080157,962262561,Marina Golovine 1/2p/ Gregoire Colin 1/2p/ Beatrice Dalle 3p/ Whoopi Goldberg Sister Act 1p/ Charlotte Gainsbourg L'accompagnatrice 1p/ Jugnot 1p/ Madonna 1p/ Jackie Sardou Les Mamies 1p/ Whinet Houston Kevin Costner 2p 122 ,en
575937718,1117546307,Art-Book De 112 Feuilles Canson 21.6x27.9 96gr Noir <div> Art-book de 112 Feuilles Canson 21.6x27.9 96gr Noir </div> <table><tbody> <tr> <th><span>Poids (gr) : </span></th> <td>913</td> </tr> <tr> <th><span>Dimensions : </span></th> <td>27.9x2.1x21.6</td> </tr> </tbody> </table>,en
3597901435,1226447953,"Lot 4 Livres Partitions Chant (Et Piano) ""Audition Songs For Female Singers"" (Wise - Chacun Avec Cd) - Beautiful & 90's Hits & Today's Hits & Dancefloor - Houston Shakira Adele Rihanna Ect... ",en
233625915,1032005848,Pokemon 2013 - Deoxys Ex - 170 Pv ,en
115723960,871006327,Naruto Ningyo Shippuden 3 : Naruto  En Tenue D'etudiant ,en
933869683,1047886356,Decadry Papier De Communication Structuré A4 95g 10 Feuilles Parchemin Champagne Pack 10 A4 95g. PARCH. CHAMPAGNE (dec.),en
2970573930,1177148060,Plage Sticker Décor Mural Adhésif 3xl - Skyline New York172 X 58 Cm ,en
3756662140,1241415836,Harry Potter - T-Shirt Top Tank Slytherin Old School - Girl (L) ,en
3619334033,1228729132,Lot Bd Foc Tome 1 À 3 ,en
293960145,987298250,Hell On Earth Carte N°20 Vo ,en
4163169999,1305054325,Word Of God His Name Is Called The Word Of God Revelation 19:13: Names Of Jesus Bible Verse Quote Cover Composition Notebook Portable ,en
4066785485,1285953313,Sw Miniatures - Repaint - Promo - Twi'lek Rebel Agent Repaint ,en
64115569,875419924,Straight Up And Dirty: A Memoir ,en
93099035,858553306,Ashes Cricket 2009 - Ensemble Complet - Playstation 3 ,en
3745175953,1240240955,Educational Insights Hot Dots Science Set- Animals Plants And Ecosystems An interactive way for individual students to learn and practice key animal plant and ecosystem science concepts and vocabulary on their own Best-selling Hot Dots is available in science card sets¿simply touch the interactive Hot Dots pen (not included) to the correct answers for an auditory response. Six different science sets available.p,en
